上牌时间,表显里程,上牌地,迁入地为准,变速箱,排量,登记证为准,看车地址,年检到期,交强险,商业险到期,car_title,car_prices,car_newprices,car_url
2014-06,8.46万公里,徐州,国四,手动,1.6,0次过户,睢宁,2020-6,2019-5,2019-5,日产 骊威 2013款 1.6XE 手动舒适版,¥5.50 万,新车指导价9.30万(含税),https://www.guazi.com/xuzhou/d831138ae2378c46x.htm
2015-10,5.51万公里,宿州,国四,自动,2.0,1次过户,云龙,2019-10,2019-10,2019-10,起亚 智跑 2015款 2.0L 自动两驱版DLX,¥11.00 万,新车指导价19.30万(含税),https://www.guazi.com/xuzhou/94984c74409f7033x.htm
2010-02,8.7万公里,徐州,国三,自动,2.0,0次过户,鼓楼,2019-2,2019-1,已过期,斯巴鲁 森林人 2010款 2.0XS 自动豪华版,¥9.00 万,新车指导价27.70万(含税),https://www.guazi.com/xuzhou/b6778d28e5d0bbe8x.htm
2014-05,3.13万公里,徐州,国四,自动,1.6,1次过户,丰县,2020-5,2019-5,2019-5,日产 骐达 2011款 1.6L CVT智能型,¥7.18 万,新车指导价13.60万(含税),https://www.guazi.com/xuzhou/3e502c339b6bf3aex.htm
2017-02,2.99万公里,徐州,国五,自动,1.5,1次过户,睢宁,2019-2,2019-1,2019-4,海马S5 2016款 1.5T CVT创享版,¥6.90 万,新车指导价10.80万(含税),https://www.guazi.com/xuzhou/95354863909feb30x.htm
2013-11,9.2万公里,徐州,国四,手动,1.2,1次过户,铜山,2018-11,2018-12,已过期,五菱荣光 2011款 1.2L标准型,¥1.80 万,新车指导价7.90万(含税),https://www.guazi.com/xuzhou/90af5dfd7a5009f0x.htm
2009-12,7.68万公里,徐州,国三,手动,1.2,1次过户,鼓楼,2019-12,2019-12,已过期,雪佛兰 乐驰 2009款 1.2L 手动活力型,¥1.50 万,新车指导价5.00万(含税),https://www.guazi.com/xuzhou/ea726a2dcd96ba5dx.htm
2017-07,4.31万公里,常州,国五,自动,1.6,0次过户,贾汪,2019-7,2019-6,2019-6,现代 途胜 2018款 1.6T 双离合两驱15周年特别版,¥14.00 万,新车指导价19.50万(含税),https://www.guazi.com/xuzhou/2e9e1a42fde1f63dx.htm
2016-11,1.87万公里,徐州,国五,自动,1.6,0次过户,新沂,2020-11,2019-11,已过期,现代 领动 2016款 1.6L 自动智炫·精英型,¥10.00 万,新车指导价13.00万(含税),https://www.guazi.com/xuzhou/7d4b51cba072acadx.htm
2018-02,0.78万公里,徐州,国五,自动,2.0,0次过户,泉山,2020-2,2019-2,2019-2,沃尔沃XC60 2018款 T4 智逸版,¥33.90 万,新车指导价40.20万(含税),https://www.guazi.com/xuzhou/26028aecb16c2a42x.htm
2018-01,2.18万公里,徐州,国五,自动,2.0,0次过户,丰县,2020-1,2019-1,2019-1,沃尔沃S90 2018款 T5 智雅版,¥33.90 万,新车指导价52.60万(含税),https://www.guazi.com/xuzhou/605e2277a9b837d1x.htm
2013-07,8.62万公里,徐州,国四,自动,2.4,2次过户,睢宁,2019-7,2019-6,2019-6,道奇 酷威 2013款 2.4L 两驱尊尚版(进口),¥13.30 万,新车指导价31.70万(含税),https://www.guazi.com/xuzhou/7eb6733ce0ebd981x.htm
2017-08,1.38万公里,徐州,国五,自动,1.8,1次过户,邳州,2019-8,2018-11,2018-11,大众 帕萨特 2017款 330TSI DSG尊荣版,¥17.00 万,新车指导价24.20万(含税),https://www.guazi.com/xuzhou/cf3acfa6cded0caex.htm
2017-07,1.02万公里,徐州,国五,自动,1.6,0次过户,云龙,2019-7,2019-6,2019-6,福特 福克斯 2017款 两厢 1.6L 自动舒适型智行版,¥8.50 万,新车指导价13.80万(含税),https://www.guazi.com/xuzhou/43080f25cca8ce99x.htm
2013-01,10.86万公里,徐州,国四,自动,2.0,1次过户,邳州,2019-1,2018-12,2018-12,路虎 揽胜极光 2013款 2.0T 5门耀动版(进口),¥24.00 万,新车指导价68.20万(含税),https://www.guazi.com/xuzhou/1f220e428e816ce8x.htm
2017-08,5.47万公里,徐州,国五,自动,2.0,0次过户,鼓楼,2019-8,2019-5,2019-5,大众 夏朗 2016款 380TSI 舒享型 7座(进口),¥24.00 万,新车指导价32.10万(含税),https://www.guazi.com/xuzhou/3a8604c739f3ffcex.htm
2014-04,8.4万公里,徐州,国四,自动,1.4,1次过户,沛县,2020-4,2019-5,2019-5,大众 朗行 2013款 1.4TSI 自动豪华型,¥8.30 万,新车指导价17.80万(含税),https://www.guazi.com/xuzhou/c13502073fa3a74ex.htm
2018-02,1.11万公里,徐州,国五,自动,1.5,0次过户,鼓楼,2020-2,2019-2,已过期,宝马X1 2018款 sDrive18Li 时尚型,¥21.50 万,新车指导价30.80万(含税),https://www.guazi.com/xuzhou/b986f5c015543481x.htm
2014-10,5.84万公里,徐州,国五,自动,3.0,1次过户,邳州,2019-10,2019-4,2019-4,奥迪Q7 2013款 35 TFSI 专享型(进口),¥53.00 万,新车指导价120.10万(含税),https://www.guazi.com/xuzhou/d4b68212800b974dx.htm
2014-12,5.01万公里,徐州,国四,自动,1.8,1次过户,睢宁,2018-12,2018-12,已过期,长安 睿骋 2014款 1.8T 自动精英周年版 国IV,¥5.88 万,新车指导价14.10万(含税),https://www.guazi.com/xuzhou/6f6794771efbdd04x.htm
2013-01,6.78万公里,徐州,国四,自动,2.4,2次过户,云龙,2019-7,2019-7,已过期,本田 思铂睿 2009款 2.4L TYPE-S,¥11.80 万,新车指导价27.80万(含税),https://www.guazi.com/xuzhou/20fbad976fdaf540x.htm
2012-11,5.6万公里,徐州,国四,手动,2.0,0次过户,泉山,2018-11,2018-11,2018-11,福特 福克斯 两厢 2.0L 手动豪华运动型,¥6.50 万,,https://www.guazi.com/xuzhou/01938d5ab4c35edfx.htm
2010-12,7.93万公里,徐州,国四,手动,1.3,0次过户,鼓楼,2019-12,2018-12,2018-12,长安商用 长安星光4500 2007款 1.3L-SC6443标准型,¥1.50 万,新车指导价6.40万(含税),https://www.guazi.com/xuzhou/70c8ba2c3589d997x.htm
2016-05,3.01万公里,徐州,国五,自动,1.0,1次过户,睢宁,2020-5,2019-5,2019-5,福特 福克斯 2015款 两厢 EcoBoost 125 自动超能风尚型,¥7.60 万,新车指导价15.20万(含税),https://www.guazi.com/xuzhou/d0a37c6d26ad2d6bx.htm
2016-09,2.16万公里,徐州,国五,自动,1.0,2次过户,泉山,2018-9,2019-1,已过期,Smart smart fortwo 2015款 1.0L 52千瓦硬顶激情版,¥8.80 万,新车指导价13.80万(含税),https://www.guazi.com/xuzhou/2df68e6bce5510c8x.htm
2017-05,3.36万公里,徐州,国五,自动,2.0,0次过户,邳州,2019-5,2019-5,已过期,凯迪拉克XTS 2017款 28T 精英型,¥25.00 万,新车指导价40.20万(含税),https://www.guazi.com/xuzhou/244cee887f110953x.htm
2010-10,11.14万公里,徐州,国四,手动,2.0,2次过户,睢宁,2019-10,2019-9,已过期,黄海 旗胜F1 2012款 2.0L 两驱运动版,¥2.46 万,新车指导价9.00万(含税),https://www.guazi.com/xuzhou/1b3120c05edb9eb5x.htm
2015-04,4.67万公里,徐州,国五,手动,1.6,0次过户,云龙,2019-4,2019-3,2019-3,长安CS35 2014款 1.6L 手动豪华导航型 国V,¥4.50 万,新车指导价9.40万(含税),https://www.guazi.com/xuzhou/3f88314b76d54521x.htm
2012-04,10.11万公里,徐州,国四,自动,2.0,0次过户,鼓楼,2019-4,2019-4,2019-4,奥迪A4L 2012款 2.0 TFSI 自动标准型,¥15.00 万,新车指导价33.60万(含税),https://www.guazi.com/xuzhou/d623e77e942f613bx.htm
2009-11,10.4万公里,南京,国三,手动,1.0,2次过户,邳州,2018-11,2018-11,已过期,比亚迪F0 2009款 爱国版 1.0L 舒适型,¥1.00 万,新车指导价4.40万(含税),https://www.guazi.com/xuzhou/e31b3f945c6b9842x.htm
2015-03,3.87万公里,西宁,国四,自动,3.0,1次过户,鼓楼,2019-3,2019-2,2019-2,奥迪Q7 2015款 35 TFSI 运动型(进口),¥48.00 万,新车指导价97.40万(含税),https://www.guazi.com/xuzhou/77dde866972080b0x.htm
2015-02,5.18万公里,徐州,国四,手动,1.6,0次过户,睢宁,2019-2,2019-2,2019-2,大众 速腾 2014款 改款 1.6L 手动领先型,¥8.00 万,新车指导价14.40万(含税),https://www.guazi.com/xuzhou/abbe65fcc5f358afx.htm
2015-10,5.73万公里,徐州,国四,手动,1.5,0次过户,沛县,2019-10,2018-10,2018-10,中华V3 2016款 1.5L 手动舒适型,¥4.70 万,新车指导价7.50万(含税),https://www.guazi.com/xuzhou/9a182932fcac7bccx.htm
2016-01,2.75万公里,徐州,国五,手动,1.4,0次过户,鼓楼,2020-1,2019-12,2019-12,长安CX20 2014款 1.4L 手动运动版 国V,¥3.80 万,新车指导价6.20万(含税),https://www.guazi.com/xuzhou/12d958dc80a5724ax.htm
2011-03,7.4万公里,徐州,国四,手动,1.2,0次过户,贾汪,2019-3,2019-3,2019-3,五菱宏光 2010款 1.2L 舒适型,¥2.20 万,新车指导价5.80万(含税),https://www.guazi.com/xuzhou/8700b132d7ef7ae4x.htm
2016-08,5.41万公里,徐州,国五,自动,1.8,0次过户,云龙,2020-8,2019-8,2019-8,大众 迈腾 2016款 1.8TSI 智享舒适型,¥16.00 万,新车指导价23.10万(含税),https://www.guazi.com/xuzhou/1b1c7f24c68d35b1x.htm
2012-08,10.07万公里,徐州,国四,手动,1.8,1次过户,新沂,2019-8,2019-8,已过期,大众 途观 2012款 1.8TSI 手动两驱进享版,¥14.25 万,新车指导价24.50万(含税),https://www.guazi.com/xuzhou/0c4f117dfbdaa894x.htm
2016-07,3.68万公里,徐州,国五,手动,1.6,0次过户,泉山,2020-7,2019-7,2019-7,大众 朗逸 2013款 改款经典 1.6L 手动风尚版,¥8.00 万,新车指导价12.30万(含税),https://www.guazi.com/xuzhou/89a9fdbd5354cf02x.htm
2012-02,5.93万公里,上海,国四,自动,1.8,2次过户,丰县,2019-2,2019-4,2019-4,福特 福克斯 2011款 两厢 1.8L 自动时尚型,¥5.20 万,新车指导价13.90万(含税),https://www.guazi.com/xuzhou/f7de6d73940b8f5bx.htm
2014-02,3.81万公里,宿迁,国四,手动,1.8,0次过户,睢宁,2020-3,2019-2,已过期,江淮 瑞风M2 2013款 1.8L 手动豪华型 5座,¥3.15 万,新车指导价7.50万(含税),https://www.guazi.com/xuzhou/d430dccd168d56d9x.htm
2017-03,1.93万公里,徐州,国五,自动,2.0,0次过户,泉山,2019-3,2019-3,2019-3,宝沃汽车 宝沃BX7 2016款 28T 两驱豪华版 5座,¥17.80 万,新车指导价21.90万(含税),https://www.guazi.com/xuzhou/838bf59abc37a90ax.htm
2014-05,2.2万公里,青岛,国四,手动,1.6,0次过户,睢宁,2018-5,2017-5,2017-5,启辰D50 2013款 1.6L 手动时尚版,¥4.00 万,新车指导价7.50万(含税),https://www.guazi.com/xuzhou/0ceaae09db4b4375x.htm
2017-11,0.25万公里,徐州,自动,0次过户,云龙,2019-11,已过期,已过期,众泰 芝麻 2017款 标准型,¥4.48 万,新车指导价13.00万(含税),https://www.guazi.com/xuzhou/ce11f2bd6bebf044x.htm
2016-12,1.28万公里,徐州,国五,手动,1.5,0次过户,丰县,2018-12,2019-11,2019-11,众泰T600 2016款 1.5T 手动豪华型,¥6.46 万,新车指导价9.40万(含税),https://www.guazi.com/xuzhou/8392eb92d5f76689x.htm
2010-02,4.74万公里,徐州,国四,手动,1.4,1次过户,鼓楼,2019-2,2019-1,已过期,现代 雅绅特 2011款 1.4手动舒适型,¥2.00 万,新车指导价7.80万(含税),https://www.guazi.com/xuzhou/e0539db0ff62b779x.htm
2015-11,2.66万公里,徐州,国四,自动,1.5,0次过户,云龙,2019-11,2018-11,2018-11,哈弗H2 2016款 红标 1.5T 自动两驱豪华型,¥6.50 万,新车指导价13.30万(含税),https://www.guazi.com/xuzhou/21eefc8709dda6a9x.htm
2015-09,11.01万公里,徐州,国四,自动,2.4,0次过户,云龙,2019-9,2019-8,2019-8,现代 索纳塔八 2014款 2.4L 自动领先版 国IV,¥9.76 万,新车指导价21.70万(含税),https://www.guazi.com/xuzhou/30b6b17da9195c71x.htm
2013-10,7.99万公里,徐州,国四,手动,1.4,1次过户,沛县,2019-10,2019-9,2019-9,现代 瑞纳 2010款 三厢 1.4L 手动舒适型GS,¥3.50 万,新车指导价8.60万(含税),https://www.guazi.com/xuzhou/db182dba42a03e48x.htm
2013-11,11.31万公里,徐州,国四,手动,1.4,1次过户,云龙,2019-10,2018-12,2018-12,别克 昂科拉 2014款 1.4T 手动两驱都市进取型,¥6.30 万,新车指导价16.30万(含税),https://www.guazi.com/xuzhou/76bc73c4c11236e4x.htm
2018-04,0.42万公里,徐州,国五,自动,1.4,0次过户,贾汪,2020-4,2019-4,已过期,Jeep 指南者 2017款 200T 自动家享版,¥15.80 万,新车指导价19.50万(含税),https://www.guazi.com/xuzhou/108a2e81554b9071x.htm
2017-05,1.16万公里,徐州,国五,自动,2.0,0次过户,泉山,2019-5,2019-5,2019-5,传祺GS8 2017款 320T 两驱豪华智联版,¥15.30 万,新车指导价19.80万(含税),https://www.guazi.com/xuzhou/358bab126a4238aex.htm
2016-08,0.81万公里,徐州,国五,自动,2.0,0次过户,鼓楼,2020-8,2019-8,2019-8,保时捷718 2016款 Boxster 2.0T,¥69.00 万,,https://www.guazi.com/xuzhou/2b61f7929f5deee5x.htm
2018-01,1.25万公里,徐州,国五,自动,2.5,0次过户,泉山,2020-1,2019-1,已过期,马自达 阿特兹 2018款 2.5L 蓝天运动版,¥17.00 万,新车指导价21.70万(含税),https://www.guazi.com/xuzhou/6f125bcfd970e5d9x.htm
2016-11,8.31万公里,徐州,国五,手动,2.0,0次过户,鼓楼,2020-11,2019-10,已过期,猎豹CS10 2016款 2.0T 手动卓越型,¥6.10 万,新车指导价12.70万(含税),https://www.guazi.com/xuzhou/8c63bd5acfb9c311x.htm
2014-12,6.51万公里,徐州,国四,自动,3.0,0次过户,沛县,2018-12,2018-12,2018-12,保时捷Panamera 2014款 Panamera 3.0T,¥69.00 万,新车指导价124.30万(含税),https://www.guazi.com/xuzhou/8850f6463bd10764x.htm
2015-01,7.35万公里,徐州,国四,自动,2.5,1次过户,睢宁,2019-1,2019-1,已过期,奥迪A6L 2014款 30 FSI 技术型,¥25.88 万,新车指导价46.60万(含税),https://www.guazi.com/xuzhou/f0a5731dcfb5144ex.htm
2011-02,8.8万公里,常州,国四,自动,3.0,2次过户,泉山,2019-2,2019-8,已过期,奔驰SLK级 2010款 SLK 300 Grand Edition(进口),¥18.88 万,新车指导价80.20万(含税),https://www.guazi.com/xuzhou/601a12c79b06f7b0x.htm
2012-07,8.45万公里,徐州,国四,手动,1.8,3次过户,邳州,2019-7,2019-3,2019-3,大众 桑塔纳经典 2007款 1.8L 景畅型,¥3.60 万,新车指导价8.30万(含税),https://www.guazi.com/xuzhou/cf92c19d03a0379fx.htm
2013-09,12.19万公里,徐州,国四,自动,2.7,0次过户,泉山,2019-9,2019-9,已过期,丰田 汉兰达 2012款 2.7L 两驱5座精英版,¥14.80 万,新车指导价27.00万(含税),https://www.guazi.com/xuzhou/6b263d465f363facx.htm
2012-04,8.04万公里,徐州,国四,自动,1.8,1次过户,新沂,2019-4,2019-7,已过期,奔驰SLK级 2010款 SLK 200K(进口),¥21.70 万,新车指导价64.90万(含税),https://www.guazi.com/xuzhou/d150bff67fd035afx.htm
2017-03,2.65万公里,徐州,国五,自动,1.8,2次过户,丰县,2019-3,2019-3,已过期,宝骏730 2016款 1.8L iAMT舒适型 7座,¥6.00 万,新车指导价8.80万(含税),https://www.guazi.com/xuzhou/4679337cefcb9f91x.htm
2014-03,11.49万公里,徐州,国四,自动,3.0,1次过户,新沂,2020-3,2019-6,2018-10,奔驰M级 2014款 ML 320 4MATIC(进口),¥40.20 万,新车指导价87.70万(含税),https://www.guazi.com/xuzhou/fb9f3170cb9f377fx.htm
2016-10,3.6万公里,徐州,国五,手动,1.5,0次过户,睢宁,2019-10,2019-10,2019-10,吉利 帝豪 2016款 三厢 1.5L 手动向上版,¥4.50 万,新车指导价8.70万(含税),https://www.guazi.com/xuzhou/cd39bb7b3cf6c3f5x.htm
2014-11,3.4万公里,徐州,国四,自动,1.4,1次过户,鼓楼,2020-10,2018-11,已过期,大众 高尔夫 2015款 1.4TSI 自动旗舰型,¥10.50 万,新车指导价19.90万(含税),https://www.guazi.com/xuzhou/07e1772ecfb67c57x.htm
2014-12,2.98万公里,徐州,国四,手动,1.4,0次过户,丰县,2018-12,2018-12,2018-12,大众POLO 2014款 1.4L 手动风尚版,¥4.80 万,新车指导价8.20万(含税),https://www.guazi.com/xuzhou/fbe37efd646a1215x.htm
2015-06,7.22万公里,徐州,国五,自动,1.8,0次过户,鼓楼,2019-6,2019-5,已过期,本田 凌派 2013款 1.8L 自动豪华版,¥9.80 万,新车指导价14.60万(含税),https://www.guazi.com/xuzhou/7ad344aa4f8c11aex.htm
2017-04,1.4万公里,徐州,国五,自动,1.8,0次过户,鼓楼,2019-4,2019-4,已过期,大众 途观L 2017款 330TSI 自动两驱豪华版,¥22.50 万,新车指导价28.20万(含税),https://www.guazi.com/xuzhou/29a5cd1f77da369ex.htm
2016-07,3.43万公里,徐州,国五,自动,2.0,0次过户,云龙,2020-7,2019-8,2019-8,上汽大通 大通G10 2016款 2.0T 自动旗舰版,¥19.50 万,新车指导价29.30万(含税),https://www.guazi.com/xuzhou/56cbe5238e77a46fx.htm
2012-02,8.41万公里,南京,国四,手动,1.6,2次过户,邳州,2019-2,2019-2,2019-2,马自达3 2012款 1.6L 手动经典特惠型,¥3.60 万,新车指导价10.50万(含税),https://www.guazi.com/xuzhou/1792847513e6aac4x.htm
2013-12,9.64万公里,徐州,国四,自动,1.6,2次过户,贾汪,2019-12,2018-12,2018-12,雪铁龙C4L 2013款 1.6THP 自动劲智版,¥7.80 万,新车指导价18.40万(含税),https://www.guazi.com/xuzhou/a8f4f7751129d674x.htm
2014-01,9.97万公里,徐州,国四,自动,3.0,1次过户,睢宁,2020-1,2019-1,2019-3,奔驰GLK级 2013款 GLK 300 4MATIC 动感天窗型,¥26.60 万,新车指导价47.50万(含税),https://www.guazi.com/xuzhou/0cbacc8f0b2b3682x.htm
2010-12,12.48万公里,徐州,国四,自动,2.4,2次过户,沛县,2018-12,2018-12,2018-12,现代ix35 2010款 2.4L 自动两驱尊贵版GLS,¥7.20 万,新车指导价23.20万(含税),https://www.guazi.com/xuzhou/d0847a03914f2489x.htm
2012-05,8.38万公里,徐州,国四,自动,2.4,1次过户,鼓楼,2019-5,2019-6,2019-6,本田CR-V 2010款 2.4L 自动四驱豪华版,¥11.20 万,新车指导价26.00万(含税),https://www.guazi.com/xuzhou/2db0c71f058e959ax.htm
2011-06,8.18万公里,徐州,国四,手动,1.0,2次过户,云龙,2019-6,2019-7,2019-7,瑞麒M1 2011款 1.0L 手动智尚型,¥1.00 万,新车指导价5.30万(含税),https://www.guazi.com/xuzhou/10ae36c504b90361x.htm
2017-12,2.64万公里,徐州,国五,手动,1.5,0次过户,丰县,2019-12,2018-11,2018-11,长安商用 睿行S50 2017款 1.5L 手动经济型,¥4.50 万,新车指导价6.40万(含税),https://www.guazi.com/xuzhou/74f3da4d35b2e4e1x.htm
2013-12,8.1万公里,徐州,国四,手动,1.6,0次过户,泉山,2019-12,2018-11,2018-11,东风风行 菱智 2014款 M3 1.6L 7座舒适型,¥3.40 万,新车指导价7.80万(含税),https://www.guazi.com/xuzhou/7381aefd4292700cx.htm
2018-03,0.66万公里,徐州,国五,自动,1.4,0次过户,睢宁,2020-3,2019-4,已过期,大众 速腾 2018款 280TSI DSG舒适型,¥13.50 万,新车指导价17.70万(含税),https://www.guazi.com/xuzhou/bf1d6a9f786596bax.htm
2013-11,10.62万公里,徐州,国四,自动,3.0,3次过户,云龙,2019-11,2019-1,已过期,奔驰GLK级 2013款 GLK 300 4MATIC 动感天窗型,¥28.00 万,新车指导价47.50万(含税),https://www.guazi.com/xuzhou/f14f4199c1e2d661x.htm
2010-05,5.66万公里,徐州,国四,自动,2.0,0次过户,泉山,2019-5,2019-5,已过期,宝马1系 2008款 120i 自动挡(进口),¥12.00 万,新车指导价31.30万(含税),https://www.guazi.com/xuzhou/b989d6983472a93fx.htm
2010-04,9.02万公里,徐州,国四,自动,1.8,1次过户,沛县,2019-4,2019-5,已过期,荣威550 2010款 550S 1.8L 自动启臻版,¥3.00 万,新车指导价16.30万(含税),https://www.guazi.com/xuzhou/96596b377a43a5b0x.htm
2018-09,0.85万公里,宿州,国五,手动,2.0,0次过户,云龙,2018-12,2019-9,2019-9,长安商用 睿行M90 2018款 2.0L超值型平顶对开门6座4G94S,¥6.98 万,新车指导价7.80万(含税),https://www.guazi.com/xuzhou/c66545cc1bd5ba91x.htm
2016-11,2.57万公里,菏泽,国五,自动,1.5,0次过户,云龙,2020-11,2019-11,2019-11,荣威RX5 2016款 20T 两驱自动互联网智享版,¥11.20 万,新车指导价16.20万(含税),https://www.guazi.com/xuzhou/cf8bedf027061facx.htm
2018-03,0.44万公里,徐州,国五,自动,2.0,0次过户,邳州,2020-3,2019-3,2019-3,力帆X80 2017款 2.0T 自动舒适型,¥9.99 万,新车指导价15.20万(含税),https://www.guazi.com/xuzhou/97bdf2fc53464a3cx.htm
2013-12,7.75万公里,徐州,国四,手动,1.5,0次过户,鼓楼,2019-12,2018-12,2018-12,五菱宏光 2013款 1.5L 基本型,¥3.90 万,新车指导价5.50万(含税),https://www.guazi.com/xuzhou/7a2f47da16301b19x.htm
2009-07,12.89万公里,徐州,国四,自动,1.8,0次过户,鼓楼,2019-7,2019-7,2019-7,大众 途安 2008款 1.8T 智尊版自动5座,¥7.40 万,新车指导价20.80万(含税),https://www.guazi.com/xuzhou/463fc7a1ec38ffedx.htm
2017-05,3.94万公里,徐州,国五,自动,1.5,0次过户,丰县,2019-5,2019-5,2019-5,东风小康 东风风光580 2017款 1.5T CVT舒适型,¥7.58 万,新车指导价10.20万(含税),https://www.guazi.com/xuzhou/c14da405df73563dx.htm
2010-10,6.52万公里,徐州,国三,手动,1.2,0次过户,云龙,2018-10,2018-10,2018-10,五菱荣光 2011款 1.2L标准型,¥1.60 万,新车指导价7.90万(含税),https://www.guazi.com/xuzhou/f731a810ae2b38f0x.htm
2013-12,3.54万公里,徐州,自动,1次过户,云龙,2019-12,2019-10,已过期,江淮iEV 2015款 iEV4 豪华型,¥4.50 万,新车指导价16.60万(含税),https://www.guazi.com/xuzhou/bb418fcf79e3735dx.htm
2016-06,4.64万公里,徐州,国五,自动,1.6,0次过户,鼓楼,2020-6,2019-6,已过期,大众 朗逸 2015款 1.6L 自动舒适版,¥10.00 万,新车指导价14.90万(含税),https://www.guazi.com/xuzhou/860fd948b55ee3a0x.htm
2015-07,2.77万公里,徐州,国四,手动,1.3,2次过户,云龙,2019-7,2019-7,已过期,雪佛兰 2015款 赛欧3 1.3L 手动理想天窗版,¥3.78 万,新车指导价7.20万(含税),https://www.guazi.com/xuzhou/ca50efa45124a4fbx.htm
2012-10,12.06万公里,宁波,国四,自动,4.8,1次过户,邳州,2019-10,2018-12,已过期,保时捷Cayenne 2011款 Cayenne S 4.8L,¥60.00 万,新车指导价167.40万(含税),https://www.guazi.com/xuzhou/686331971e05515cx.htm
2009-10,9.97万公里,徐州,国三,手动,1.5,0次过户,云龙,2019-10,2019-10,2019-10,一汽 威志 2009款 三厢 1.5L 手动舒适型,¥0.95 万,新车指导价6.30万(含税),https://www.guazi.com/xuzhou/d9e4e8e174b77747x.htm
2012-03,8.61万公里,徐州,国四,自动,2.0,2次过户,云龙,2019-3,2019-3,2019-3,雪铁龙C5 2012款 2.0L 自动尊享型,¥5.98 万,新车指导价20.60万(含税),https://www.guazi.com/xuzhou/6719363ed14d0b35x.htm
2011-04,9.18万公里,徐州,国四,手动,1.8,3次过户,泉山,2019-4,2019-4,2019-4,奥迪A4L 2010款 1.8TFSI手动舒适型,¥9.60 万,,https://www.guazi.com/xuzhou/36aeda179f828e76x.htm
2015-10,7.32万公里,徐州,国五,自动,2.0,2次过户,贾汪,2019-10,2018-9,已过期,奔驰CLA级 2015款 CLA 220 4MATIC(进口),¥23.20 万,新车指导价34.50万(含税),https://www.guazi.com/xuzhou/4d26d4e2d0c6e3ecx.htm
2017-08,5.02万公里,徐州,国五,自动,2.7,1次过户,云龙,2019-8,2019-6,2019-6,丰田 普拉多 2016款 2.7L 自动标准版,¥39.50 万,,https://www.guazi.com/xuzhou/2cf273035ce65118x.htm
2018-03,2.1万公里,徐州,国四,自动,3.0,0次过户,邳州,2020-3,2019-3,已过期,奥迪A6L 2018款 30周年年型 45 TFSI quattro 运动型,¥45.00 万,新车指导价55.00万(含税),https://www.guazi.com/xuzhou/4d7312db60e9a701x.htm
2018-08,0.01万公里,徐州,国五,手动,2.0,0次过户,云龙,2020-8,2019-8,2019-8,福田 蒙派克E 2017款 2.0L新快运长轴4Q20M,¥7.00 万,新车指导价8.10万(含税),https://www.guazi.com/xuzhou/d9793633b449f004x.htm
2011-11,7.86万公里,徐州,国四,自动,3.0,2次过户,鼓楼,2018-11,2019-2,2019-1,宝马7系 2009款 740Li豪华型(进口),¥39.00 万,新车指导价149.60万(含税),https://www.guazi.com/xuzhou/27151dbaab93bf9ex.htm
2015-06,6.3万公里,徐州,国四,手动,2.2,0次过户,睢宁,2019-6,2018-6,2018-6,猎豹6481 2014款 2.2L 手动两驱,¥5.50 万,新车指导价10.80万(含税),https://www.guazi.com/xuzhou/df316435abd5bee8x.htm
2017-11,2.49万公里,徐州,国五,自动,1.8,1次过户,新沂,2019-11,2019-1,已过期,大众 帕萨特 2017款 330TSI DSG尊荣版,¥17.00 万,新车指导价24.20万(含税),https://www.guazi.com/xuzhou/06d38b912513b496x.htm
2017-03,3.61万公里,徐州,国五,自动,2.0,0次过户,贾汪,2019-3,2019-3,2019-3,大众 迈腾 2017款 380TSI DSG 豪华型,¥19.60 万,新车指导价27.10万(含税),https://www.guazi.com/xuzhou/9e70cd8667997e31x.htm
2017-11,1.42万公里,徐州,国五,自动,1.6,0次过户,丰县,2019-11,2018-12,2018-12,雪铁龙 C4世嘉 2016款 1.6L 自动舒适型,¥8.00 万,新车指导价12.00万(含税),https://www.guazi.com/xuzhou/56080ef426b8e273x.htm
2016-07,3.28万公里,徐州,国五,自动,2.0,0次过户,鼓楼,2020-7,2019-7,2019-7,日产 天籁 2013款 2.0L XL舒适版,¥13.50 万,新车指导价20.20万(含税),https://www.guazi.com/xuzhou/6bbc974a07aa7dc2x.htm
2016-09,5.76万公里,徐州,国五,自动,3.0,0次过户,泉山,2020-9,2019-7,2019-7,奔驰 威霆 2013款 3.0L 商务版,¥35.00 万,新车指导价42.20万(含税),https://www.guazi.com/xuzhou/6d7aa602f90e7098x.htm
2017-07,2.87万公里,徐州,国五,自动,2.0,0次过户,泉山,2019-7,2019-7,2019-7,长安CS95 2017款 2.0T 两驱智途版,¥13.80 万,新车指导价19.50万(含税),https://www.guazi.com/xuzhou/b6d317d3d64100b9x.htm
2014-04,5.89万公里,徐州,国四,自动,1.6,1次过户,九里,2019-4,2019-5,2019-5,日产 骐达 2014款 1.6L CVT智能型,¥7.50 万,新车指导价13.60万(含税),https://www.guazi.com/xuzhou/4f1ac298a147f92fx.htm
2016-10,3.17万公里,天津,国五,自动,2.5,0次过户,云龙,2020-10,2019-10,2019-10,奥迪A6L 2016款 30 FSI 技术型,¥35.00 万,新车指导价47.30万(含税),https://www.guazi.com/xuzhou/6f00d19587a2f2cax.htm
